Number,Title,Name,City,State,Amount
93.048,"Special Programs for the Aging, Title IV, and Title II, Discretionary Projects","HUMAN SERVICES, MINNESOTA DEPARTMENT OF",SAINT PAUL,MN,5454
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",LEECH LAKE RESERVATION TRIBAL COUNCIL,CASS LAKE,MN,88920
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",FOND DU LAC RESERVATION BUSINESS COMMITTEE,CLOQUET,MN,88920
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",RED LAKE BAND OF CHIPPEWA INDIANS,RED LAKE,MN,88920
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",WHITE EARTH RESERVATION BUSINESS COMMITTEE (ANA),WHITE EARTH,MN,88920
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",MILLE LACS BAND OF OJIBWE,ONAMIA,MN,61600
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",GRAND PORTAGE RESERVATION INDIAN CHILD & FAMILY SVCS,GRAND PORTAGE,MN,54240
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",Lower Sioux Community Council,MORTON,MN,54240
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",BOIS FORTE RESERVATION TRIBAL COUNCIL,NETT LAKE,MN,54240
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",LEECH LAKE RESERVATION TRIBAL COUNCIL,CASS LAKE,MN,47430
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",FOND DU LAC RESERVATION BUSINESS COMMITTEE,CLOQUET,MN,47430
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",RED LAKE BAND OF CHIPPEWA INDIANS,RED LAKE,MN,47430
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",WHITE EARTH RESERVATION BUSINESS COMMITTEE (ANA),WHITE EARTH,MN,47430
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",BOIS FORTE RESERVATION TRIBAL COUNCIL,NETT LAKE,MN,28920
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",MILLE LACS BAND OF OJIBWE,ONAMIA,MN,28920
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",GRAND PORTAGE RESERVATION INDIAN CHILD & FAMILY SVCS,GRAND PORTAGE,MN,25500
93.047,"Special Programs for the Aging, Title VI, Part A, Grants to Indian Tribes, Part B, Grants to Native Hawaiians",Lower Sioux Community Council,MORTON,MN,25500
93.042,"Special Programs for the Aging, Title VII, Chapter 2, Long Term Care Ombudsman Services for Older Individuals","HUMAN SERVICES, MINNESOTA DEPARTMENT OF",SAINT PAUL,MN,329291
93.645,Stephanie Tubbs Jones Child Welfare Services Program,MN ST DEPARTMENT OF HUMAN SERVICES,ST PAUL,MN,720287
93.645,Stephanie Tubbs Jones Child Welfare Services Program,RED LAKE BAND OF CHIPPEWA INDIANS,RED LAKE,MN,4347
93.645,Stephanie Tubbs Jones Child Welfare Services Program,LEECH LAKE RESERVATION TRIBAL COUNCIL,CASS LAKE,MN,3083
93.645,Stephanie Tubbs Jones Child Welfare Services Program,MILLE LACS BAND OF OJIBWE,ONAMIA,MN,2508
93.645,Stephanie Tubbs Jones Child Welfare Services Program,FOND DU LAC RESERVATION BUSINESS COMMITTEE,CLOQUET,MN,1269
93.243,Substance Abuse and Mental Health Services Projects of Regional and National Significance,LEECH BAND OF OJIBWE,CASS LAKE,MN,97402
93.243,Substance Abuse and Mental Health Services Projects of Regional and National Significance,"CENTER SCHOOL, INC.",MINNEAPOLIS,MN,97402
93.243,Substance Abuse and Mental Health Services Projects of Regional and National Significance,INDIGENOUS PEOPLES TASK FORCE,MINNEAPOLIS,MN,97402
93.243,Substance Abuse and Mental Health Services Projects of Regional and National Significance,RED LAKE BAND OF CHIPPEWA INDIANS,RED LAKE,MN,97402
93.243,Substance Abuse and Mental Health Services Projects of Regional and National Significance,White Earth Band of Chippewa,WHITE EARTH,MN,97402
93.211,Telehealth Programs,UNIVERSITY OF MINNESOTA,MINNEAPOLIS,MN,828571
93.550,Transitional Living for Homeless Youth,"BRIDGE FOR RUNAWAY YOUTH, INC",MINNEAPOLIS,MN,65000
93.550,Transitional Living for Homeless Youth,Beacon Interfaith Housing Collaborative,SAINT PAUL,MN,52000
93.550,Transitional Living for Homeless Youth,Lutheran Social Service of Minnesota,ST. PAUL,MN,52000
93.550,Transitional Living for Homeless Youth,Lutheran Social Service of Minnesota,ST. PAUL,MN,52000
93.550,Transitional Living for Homeless Youth,AVENUES FOR HOMELESS YOUTH,MINNEAPOLIS,MN,50629
93.550,Transitional Living for Homeless Youth,"Evergreen Youth & Family Services, Inc.",BEMIDJI,MN,50629
93.550,Transitional Living for Homeless Youth,Catholic Charities of Archdiocese of St. Paul,MINNEAPOLIS,MN,50629
93.550,Transitional Living for Homeless Youth,Beacon Interfaith Housing Collaborative,SAINT PAUL,MN,50629
93.550,Transitional Living for Homeless Youth,Lutheran Social Service of Minnesota,ST. PAUL,MN,50629
93.550,Transitional Living for Homeless Youth,"BRIDGE FOR RUNAWAY YOUTH, INC",MINNEAPOLIS,MN,47165
93.550,Transitional Living for Homeless Youth,Lutheran Social Service of Minnesota,ST. PAUL,MN,45440
93.550,Transitional Living for Homeless Youth,Lutheran Social Service of Minnesota,ST. PAUL,MN,45369
93.550,Transitional Living for Homeless Youth,AVENUES FOR HOMELESS YOUTH,MINNEAPOLIS,MN,39000
93.550,Transitional Living for Homeless Youth,The Salvation Army,ROSEVILLE,MN,35100
93.550,Transitional Living for Homeless Youth,AIN DAH YUNG OUR HOME CENTER,ST PAUL,MN,34278
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,FOND DU LAC RESERVATION BUSINESS COMMITTEE,CLOQUET,MN,1340954
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,FOND DU LAC RESERVATION BUSINESS COMMITTEE,CLOQUET,MN,836840
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,FOND DU LAC RESERVATION BUSINESS COMMITTEE,CLOQUET,MN,476300
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,MILLE LACS BAND OF OJIBWE,ONAMIA,MN,458331
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,MILLE LACS BAND OF OJIBWE,ONAMIA,MN,312123
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,FOND DU LAC RESERVATION BUSINESS COMMITTEE,CLOQUET,MN,233448
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,FOND DU LAC RESERVATION BUSINESS COMMITTEE,CLOQUET,MN,207615
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,BOIS FORTE RESERVATION TRIBAL COUNCIL,NETT LAKE,MN,206468
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,PRIOR LAKE,MN,200052
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,BOIS FORTE RESERVATION TRIBAL COUNCIL,NETT LAKE,MN,176470
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,MILLE LACS BAND OF OJIBWE,ONAMIA,MN,97168
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,MILLE LACS BAND OF OJIBWE,ONAMIA,MN,94663
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,MILLE LACS BAND OF OJIBWE,ONAMIA,MN,77592
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,BOIS FORTE RESERVATION TRIBAL COUNCIL,NETT LAKE,MN,73796
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,FOND DU LAC RESERVATION BUSINESS COMMITTEE,CLOQUET,MN,71928
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,MILLE LACS BAND OF OJIBWE,ONAMIA,MN,45734
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,BOIS FORTE RESERVATION TRIBAL COUNCIL,NETT LAKE,MN,39398
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,BOIS FORTE RESERVATION TRIBAL COUNCIL,NETT LAKE,MN,36508
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,BOIS FORTE RESERVATION TRIBAL COUNCIL,NETT LAKE,MN,33654
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,PRIOR LAKE,MN,33391
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,PRIOR LAKE,MN,28626
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,PRIOR LAKE,MN,13711
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,PRIOR LAKE,MN,5494
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,PRIOR LAKE,MN,3380
93.432,ACL Centers for Independent Living ,"PARAQUAD, INC",SAINT LOUIS,MO,458972
93.432,ACL Centers for Independent Living ,DISABLED CITIZENS ALLIANCE FOR INDEPENDENCE INC,VIBURNUM,MO,301477
93.432,ACL Centers for Independent Living ,"INDEPENDENT LIVING CENTER OF MID-MISSOURI, INC",COLUMBIA,MO,283162
93.432,ACL Centers for Independent Living ,"WHOLE PERSON, INC",KANSAS CITY,MO,281347
93.391,"Activities to Support State, Tribal, Local and Territorial (STLT) Health Department Response to Public Health or Healthcare Crises",EAST SHAWNEE TRIBE OF OKLAHOMA,SENECA,MO,233323
93.391,"Activities to Support State, Tribal, Local and Territorial (STLT) Health Department Response to Public Health or Healthcare Crises",EAST SHAWNEE TRIBE OF OKLAHOMA,SENECA,MO,150000
93.391,"Activities to Support State, Tribal, Local and Territorial (STLT) Health Department Response to Public Health or Healthcare Crises",EAST SHAWNEE TRIBE OF OKLAHOMA,SENECA,MO,105991
93.391,"Activities to Support State, Tribal, Local and Territorial (STLT) Health Department Response to Public Health or Healthcare Crises",EAST SHAWNEE TRIBE OF OKLAHOMA,SENECA,MO,58632
93.391,"Activities to Support State, Tribal, Local and Territorial (STLT) Health Department Response to Public Health or Healthcare Crises",EAST SHAWNEE TRIBE OF OKLAHOMA,SENECA,MO,6298
93.391,"Activities to Support State, Tribal, Local and Territorial (STLT) Health Department Response to Public Health or Healthcare Crises",EAST SHAWNEE TRIBE OF OKLAHOMA,SENECA,MO,2615
93.855,Allergy and Infectious Diseases Research,WASHINGTON UNIVERSITY,SAINT LOUIS,MO,1683114
93.855,Allergy and Infectious Diseases Research,SAINT LOUIS UNIVERSITY,SAINT LOUIS,MO,1095008
93.855,Allergy and Infectious Diseases Research,SAINT LOUIS UNIVERSITY,SAINT LOUIS,MO,532714
93.855,Allergy and Infectious Diseases Research,WASHINGTON UNIVERSITY,SAINT LOUIS,MO,164107
93.855,Allergy and Infectious Diseases Research,WASHINGTON UNIVERSITY,SAINT LOUIS,MO,117308
93.855,Allergy and Infectious Diseases Research,SAINT LOUIS UNIVERSITY,SAINT LOUIS,MO,0
93.107,Area Health Education Centers,A T STILL U OF HEALTH SCIENCES,KIRKSVILLE,MO,95455
93.623,Basic Center Grant,RESTART INC,KANSAS CITY,MO,40000
93.623,Basic Center Grant,"SYNERGY SERVICES, INC",PARKVILLE,MO,40000
93.623,Basic Center Grant,YOUTH IN NEED,SAINT CHARLES,MO,40000
93.623,Basic Center Grant,Child Center - Marygrove,FLORISSANT,MO,39996
93.623,Basic Center Grant,Covenant House Missouri,ST. LOUIS,MO,39790
93.623,Basic Center Grant,EPWORTH CHILDREN & FAMILY SERVICES,SAINT LOUIS,MO,29689
93.623,Basic Center Grant,Great Circle,ST. JAMES,MO,28503
93.575,Child Care and Development Block Grant,MO ST DEPARTMENT OF SOCIAL SERVICES,JEFFERSON CITY,MO,66542726
93.575,Child Care and Development Block Grant,EAST SHAWNEE TRIBE OF OKLAHOMA,SENECA,MO,661988
93.569,Community Services Block Grant,MO ST DIVISION OF MANPOWER PLANNING,JEFFERSON CITY,MO,27668457
93.569,Community Services Block Grant,MO ST DIVISION OF MANPOWER PLANNING,JEFFERSON CITY,MO,0
93.153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",WASHINGTON UNIVERSITY,SAINT LOUIS,MO,95706
93.153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",KANSAS CITY CARE CLINIC,KANSAS CITY,MO,37405
93.153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",KANSAS CITY CARE CLINIC,KANSAS CITY,MO,0
93.153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",WASHINGTON UNIVERSITY,SAINT LOUIS,MO,0
93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",YOUTH IN NEED,SAINT CHARLES,MO,18582
93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",RESTART INC,KANSAS CITY,MO,15000
93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",EPWORTH CHILDREN & FAMILY SERVICES,SAINT LOUIS,MO,14924
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,MO ST DEPARTMENT OF MENTAL HEALTH,JEFFERSON CITY,MO,2000000
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,MO ST DEPARTMENT OF MENTAL HEALTH,JEFFERSON CITY,MO,0
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),MO ST DEPARTMENT OF HEALTH & SENIOR SERVICES,JEFFERSON CITY,MO,135344714
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),MO ST DEPARTMENT OF HEALTH & SENIOR SERVICES,JEFFERSON CITY,MO,10987397
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),MO ST DEPARTMENT OF HEALTH & SENIOR SERVICES,JEFFERSON CITY,MO,1089417
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),MO ST DEPARTMENT OF HEALTH & SENIOR SERVICES,JEFFERSON CITY,MO,0
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,"MO ST DEPARTMENT OF SOCIAL SERVICES, DIV OF FAMILY SVCS",JEFFERSON CITY,MO,643510
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,EAST SHAWNEE TRIBE OF OKLAHOMA,SENECA,MO,8525
93.591,Family Violence Prevention and Services/State Domestic Violence Coalitions,MISSOURI COALITION AGAINST DOMESTIC VIOLENCE,JEFFERSON CITY,MO,80357
93.591,Family Violence Prevention and Services/State Domestic Violence Coalitions,MISSOURI COALITION AGAINST DOMESTIC VIOLENCE,JEFFERSON CITY,MO,0
93.527,Grants for New and Expanded Services under the Health Center Program,"Hope Family Care Center, LLC",KANSAS CITY,MO,150602
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,WASHINGTON UNIVERSITY,SAINT LOUIS,MO,148807
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,KANSAS CITY CARE CLINIC,KANSAS CITY,MO,123315
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,AIDS PROJECT OF THE OZARKS,SPRINGFIELD,MO,96375
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,KANSAS CITY CARE CLINIC,KANSAS CITY,MO,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,WASHINGTON UNIVERSITY,SAINT LOUIS,MO,0
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,AIDS PROJECT OF THE OZARKS,SPRINGFIELD,MO,0
93.600,Head Start,OZARKS AREA COMMUNITY ACTION CORPORATION,SPRINGFIELD,MO,866504
93.600,Head Start,MISSOURI VALLEY COMMUNITY ACTION AGENCY,MARSHALL,MO,421828
93.600,Head Start,JEFFERSON/FRANKLIN COMMUNITY ACTION CORPORATION,HILLSBORO,MO,389312
93.600,Head Start,"OZARK ACTION, INC",WEST PLAINS,MO,351523
93.600,Head Start,NORTHEAST MISSOURI COMMUNITY ACTION,KIRKSVILLE,MO,186307
93.600,Head Start,DELTA AREA ECONOMIC OPPORTUNITY CORPORATION,PORTAGEVILLE,MO,140609
93.600,Head Start,YOUTH IN NEED,SAINT CHARLES,MO,98426
93.600,Head Start,ECONOMIC SECURITY CORPORATION OF SOUTHWEST AREA,JOPLIN,MO,65032
93.600,Head Start,SOUTH CENTRAL MISSOURI COMMUNITY ACTION AGENCY,WINONA,MO,63274
93.600,Head Start,MISSOURI VALLEY COMMUNITY ACTION AGENCY,MARSHALL,MO,29879
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",ADVOCATES FOR A HEALTHY COMMUNITY,SPRINGFIELD,MO,1988555
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",COMPASS HEALTH INC,CLINTON,MO,1281110
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Swope Health Services,KANSAS CITY,MO,1273393
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",BETTY JEAN KERR - PEOPLE`S HEALTH CENTERS,SAINT LOUIS,MO,1213925
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SAMUEL U RODGERS HEALTH CENTER, INC",KANSAS CITY,MO,1100720
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",ADVOCATES FOR A HEALTHY COMMUNITY,SPRINGFIELD,MO,1066729
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",OZARK TRI-COUNTY HEALTH CARE CONSORTIUM DBA ACCESS FAM,NEOSHO,MO,1060760
